
	    	
EasyGene 1.2 Server - prediction results
Technical University of Denmark

##gff-version 2
##source-version easygene-1.2b
##date 2017-03-29
##Type DNA
# model:  SAM03 Staphylococcus aureus MU50
# seqname		model	feature	start	end	   score       +/-	?	startc	    odds
# --------------------------------------------------------------------------------------------------------------
Chromosome	SAM03	CDS	278917	279207	3.20232	+	0	#GTG	0.4617
Chromosome	SAM03	CDS	279200	279499	0.159634	+	0	#ATG	11.9127
Chromosome	SAM03	CDS	279492	279806	3.48039	+	0	#ATG	-3.153
Chromosome	SAM03	CDS	279958	280644	5.06747e-06	+	0	#TTG	18.5386
Chromosome	SAM03	CDS	280664	281086	0.44264	+	0	#ATG	-10.0026
Chromosome	SAM03	CDS	281079	281963	1.1984e-10	+	0	#ATG	45.9805
Chromosome	SAM03	CDS	282104	283327	1.36862e-15	+	0	#ATG	60.0426
Chromosome	SAM03	CDS	283396	284373	1.76929e-12	+	0	#ATG	54.6196
Chromosome	SAM03	CDS	284518	285783	1.14522e-19	+	0	#ATG	93.6605
Chromosome	SAM03	CDS	286885	287343	0.0837036	+	0	#ATG	-4.2325
Chromosome	SAM03	CDS	287749	288234	0.00901344	+	0	#ATG	6.0136
Chromosome	SAM03	CDS	288259	288747	0.0198172	+	0	#ATG	0.371
Chromosome	SAM03	CDS	288753	289433	6.12131e-06	+	0	#ATG	18.3679
Chromosome	SAM03	CDS	289524	289730	2.92111	+	0	#GTG	6.7494
Chromosome	SAM03	CDS	289836	289952	64.8881	+	0	#TTG	-0.275
Chromosome	SAM03	CDS	290442	290627	5.79985	+	0	#ATG	5.3467
Chromosome	SAM03	CDS	290957	291328	0.207197	+	0	#ATG	4.6291
Chromosome	SAM03	CDS	291334	292098	1.61861e-07	+	0	#ATG	26.1197
Chromosome	SAM03	CDS	292237	292596	0.322696	+	0	#ATG	3.8436
Chromosome	SAM03	CDS	292888	293445	1.58451e-06	+	0	#TTG	35.9193
Chromosome	SAM03	CDS	293448	293945	7.09197e-05	+	0	#ATG	26.5615
Chromosome	SAM03	CDS	294139	294783	1.83647e-07	+	0	#ATG	37.7174
Chromosome	SAM03	CDS	294966	295151	31.9331	+	0	#ATG	-0.3718
Chromosome	SAM03	CDS	305001	305294	3.60209	+	0	#ATG	-0.4838
Chromosome	SAM03	CDS	305424	306098	4.69417e-05	+	0	#TTG	6.3509
Chromosome	SAM03	CDS	306319	306654	0.713819	+	0	#TTG	2.7198
Chromosome	SAM03	CDS	307637	307930	22.3178	+	0	#ATG	-12.7848
Chromosome	SAM03	CDS	307930	308370	0.000591246	+	0	#GTG	22.8176
Chromosome	SAM03	CDS	308485	309009	3.17334e-07	+	0	#GTG	42.4052
Chromosome	SAM03	CDS	309217	309492	3.35054	+	0	#TTG	1.8215
Chromosome	SAM03	CDS	309802	310050	0.157753	+	0	#ATG	14.0465
Chromosome	SAM03	CDS	310511	311146	1.32898e-07	+	0	#ATG	39.5099
Chromosome	SAM03	CDS	311717	312808	2.36462e-12	+	0	#TTG	39.5295
Chromosome	SAM03	CDS	312909	313193	1.08214	+	0	#GTG	5.834
Chromosome	SAM03	CDS	315029	315232	1.474	+	0	#ATG	8.865
Chromosome	SAM03	CDS	315467	315697	0.000350167	+	0	#ATG	27.9474
Chromosome	SAM03	CDS	315701	316063	0.109804	+	0	#ATG	8.5946
Chromosome	SAM03	CDS	316187	317308	7.6454e-15	+	0	#TTG	63.3997
Chromosome	SAM03	CDS	317381	317824	0.0661601	+	0	#ATG	0.5412
Chromosome	SAM03	CDS	318461	319207	1.41065e-09	+	0	#ATG	47.9819
Chromosome	SAM03	CDS	319207	320061	3.59338e-13	+	0	#ATG	68.898
Chromosome	SAM03	CDS	320732	320929	56.7968	+	0	#ATG	-3.6585
Chromosome	SAM03	CDS	321046	321324	0.0871507	+	0	#ATG	14.8292
Chromosome	SAM03	CDS	321412	321642	71.0547	+	0	#TTG	-8.9207
Chromosome	SAM03	CDS	336586	336957	4.50152	+	0	#ATG	-20.9213
Chromosome	SAM03	CDS	338367	339755	3.16377e-18	+	0	#ATG	69.0451
Chromosome	SAM03	CDS	339804	340022	0.169067	+	0	#TTG	14.4117
Chromosome	SAM03	CDS	340152	340262	76.8474	+	0	#ATG	-0.7045
Chromosome	SAM03	CDS	345305	345631	3.19559	+	0	#ATG	-4.5581
Chromosome	SAM03	CDS	345812	346633	8.62369e-10	+	0	#TTG	43.7857
Chromosome	SAM03	CDS	347215	347448	1.23949	+	0	#ATG	8.3906
Chromosome	SAM03	CDS	347659	347796	83.7341	+	0	#TTG	-1.4832
Chromosome	SAM03	CDS	347845	348009	3.95109	+	0	#TTG	6.8408
Chromosome	SAM03	CDS	348100	348258	24.256	+	0	#ATG	1.792
Chromosome	SAM03	CDS	348333	348773	4.0885e-07	+	0	#TTG	43.7048
Chromosome	SAM03	CDS	348883	349137	0.843669	+	0	#ATG	8.6729
Chromosome	SAM03	CDS	349345	349620	3.35098	+	0	#GTG	1.8209
Chromosome	SAM03	CDS	350148	350327	2.81238	+	0	#TTG	7.5547
Chromosome	SAM03	CDS	351449	351526	68.6276	+	0	#ATG	-0.8657
Chromosome	SAM03	CDS	351553	351825	12.3161	+	0	#GTG	-4.4602
Chromosome	SAM03	CDS	354024	354476	0.00432762	+	0	#GTG	13.9459
Chromosome	SAM03	CDS	354636	354848	11.8292	+	0	#ATG	1.6854
Chromosome	SAM03	CDS	354939	355130	1.88124	+	0	#TTG	8.4439
Chromosome	SAM03	CDS	355108	355452	1.30573	+	0	#TTG	-1.8365
Chromosome	SAM03	CDS	355717	355857	43.383	+	0	#TTG	0.502
Chromosome	SAM03	CDS	356720	357214	0.00498507	+	0	#TTG	8.0783
Chromosome	SAM03	CDS	357296	357478	69.6366	+	0	#TTG	-3.2865
Chromosome	SAM03	CDS	384224	384526	32.2085	+	0	#ATG	-20.2892
Chromosome	SAM03	CDS	386679	387092	0.00583934	+	0	#TTG	16.2502
Chromosome	SAM03	CDS	405501	406139	1.75323e-05	+	0	#ATG	18.5937
Chromosome	SAM03	CDS	415034	415243	69.2198	+	0	#ATG	-5.8705
Chromosome	SAM03	CDS	420333	420845	0.000138082	+	0	#ATG	22.8704
Chromosome	SAM03	CDS	421467	421850	0.389351	+	0	#ATG	-0.6023
Chromosome	SAM03	CDS	422307	422693	0.0604692	+	0	#ATG	8.8553
Chromosome	SAM03	CDS	422697	423113	0.000730772	+	0	#ATG	23.5426
Chromosome	SAM03	CDS	429301	429378	69.6501	+	0	#ATG	-0.8991
Chromosome	SAM03	CDS	429402	429662	47.5944	+	0	#TTG	-11.6154
Chromosome	SAM03	CDS	429649	429900	33.0869	+	0	#TTG	-7.3303
Chromosome	SAM03	CDS	444413	444754	0.291882	+	0	#GTG	6.3151
Chromosome	SAM03	CDS	446888	447130	0.359571	+	0	#GTG	11.8485
Chromosome	SAM03	CDS	447323	447589	7.31423	+	0	#ATG	-0.9233
Chromosome	SAM03	CDS	447790	448005	2.16873	+	0	#ATG	7.3444
Chromosome	SAM03	CDS	448204	448449	25.3157	+	0	#ATG	-4.8792
Chromosome	SAM03	CDS	449665	449826	66.317	+	0	#ATG	-1.7172
Chromosome	SAM03	CDS	449917	450105	0.0284047	+	0	#ATG	18.3242
Chromosome	SAM03	CDS	450414	450722	0.590204	+	0	#ATG	6.3363
Chromosome	SAM03	CDS	451197	451610	0.00558425	+	0	#ATG	16.4253
Chromosome	SAM03	CDS	456055	456264	77.2979	+	0	#ATG	-6.4623
Chromosome	SAM03	CDS	456872	457372	4.43148e-07	+	0	#TTG	42.2582
Chromosome	SAM03	CDS	457347	458270	1.5299e-13	+	0	#ATG	67.8223
Chromosome	SAM03	CDS	459615	460103	5.13817e-05	+	0	#ATG	28.2886
Chromosome	SAM03	CDS	460126	460494	2.80762e-11	+	0	#ATG	61.2247
Chromosome	SAM03	CDS	460497	460670	90.2702	+	0	#ATG	-3.6947
Chromosome	SAM03	CDS	461189	461545	0.0158931	+	0	#TTG	16.5535
Chromosome	SAM03	CDS	461558	461689	45.8698	+	0	#ATG	0.5226
Chromosome	SAM03	CDS	461682	462047	1.52973	+	0	#ATG	-6.7695
Chromosome	SAM03	CDS	462619	463560	6.70066e-14	+	0	#ATG	69.4739
Chromosome	SAM03	CDS	464215	464496	0.256691	+	0	#ATG	11.2771
Chromosome	SAM03	CDS	477168	478472	5.39234e-21	+	0	#ATG	101.488
Chromosome	SAM03	CDS	478473	479006	1.1911e-07	+	0	#TTG	44.8577
Chromosome	SAM03	CDS	478999	479577	5.01295e-06	+	0	#ATG	30.3904
Chromosome	SAM03	CDS	479882	480226	0.154199	+	0	#ATG	8.8044
Chromosome	SAM03	CDS	480691	480894	23.1569	+	0	#ATG	-0.3174
Chromosome	SAM03	CDS	493961	494269	42.609	+	0	#ATG	-33.3306
Chromosome	SAM03	CDS	508492	508710	53.9631	+	0	#ATG	-5.6161
Chromosome	SAM03	CDS	512609	512968	8.31248	+	0	#ATG	-27.0846
Chromosome	SAM03	CDS	513715	513912	84.7303	+	0	#ATG	-5.5705
Chromosome	SAM03	CDS	531669	532007	0.135895	+	0	#ATG	9.8322
Chromosome	SAM03	CDS	532068	533003	2.38649e-13	+	0	#ATG	65.5372
Chromosome	SAM03	CDS	533271	533561	3.88474	+	0	#ATG	-0.511
Chromosome	SAM03	CDS	534026	534322	1.19509	+	0	#ATG	4.4021
Chromosome	SAM03	CDS	539633	539749	9.9491	+	0	#ATG	4.4465
Chromosome	SAM03	CDS	539846	540238	1.77206e-05	+	0	#ATG	35.0955
Chromosome	SAM03	CDS	540510	541241	3.96258e-11	+	0	#ATG	60.366
Chromosome	SAM03	CDS	541388	541792	5.56701e-06	+	0	#ATG	37.8004
Chromosome	SAM03	CDS	543066	543581	5.09814e-06	+	0	#TTG	34.4199
Chromosome	SAM03	CDS	543606	544157	9.94432e-07	+	0	#ATG	37.7756
Chromosome	SAM03	CDS	555934	556311	1.22953	+	0	#TTG	-7.6857
Chromosome	SAM03	CDS	556437	557315	1.04642e-14	+	0	#ATG	78.3256
Chromosome	SAM03	CDS	557759	558124	0.001347	+	0	#ATG	24.0126
Chromosome	SAM03	CDS	558239	558463	0.375147	+	0	#ATG	12.2108
Chromosome	SAM03	CDS	558548	558880	0.017319	+	0	#ATG	17.5603
Chromosome	SAM03	CDS	563993	564931	7.68107e-16	+	0	#ATG	83.4531
Chromosome	SAM03	CDS	13256	13564	0.00244419	-	0	#ATG	23.966
Chromosome	SAM03	CDS	13569	14057	0.000130318	-	0	#ATG	24.9796
Chromosome	SAM03	CDS	14217	14432	54.2311	-	0	#ATG	-5.2878
Chromosome	SAM03	CDS	14503	15138	2.19901e-10	-	0	#GTG	58.9336
Chromosome	SAM03	CDS	31143	31703	2.34835e-05	-	0	#ATG	25.8317
Chromosome	SAM03	CDS	31705	32325	4.61105e-08	-	0	#GTG	43.9655
Chromosome	SAM03	CDS	32359	32820	7.29666e-05	-	0	#TTG	28.6721
Chromosome	SAM03	CDS	32851	33054	0.431934	-	0	#ATG	12.1794
Chromosome	SAM03	CDS	33130	33384	0.639082	-	0	#ATG	9.5938
Chromosome	SAM03	CDS	33463	33897	2.99265e-05	-	0	#ATG	32.5905
Chromosome	SAM03	CDS	34195	34353	10.2744	-	0	#ATG	4.3271
Chromosome	SAM03	CDS	34435	35100	1.21263e-08	-	0	#TTG	45.7967
Chromosome	SAM03	CDS	35113	35580	0.000515459	-	0	#GTG	21.3901
Chromosome	SAM03	CDS	35902	36195	0.072212	-	0	#ATG	14.8101
Chromosome	SAM03	CDS	38452	38529	59.8066	-	0	#ATG	-0.5575
Chromosome	SAM03	CDS	44891	45070	37.8283	-	0	#ATG	-0.6487
Chromosome	SAM03	CDS	45188	45442	0.267277	-	0	#ATG	12.3264
Chromosome	SAM03	CDS	46297	46629	0.0125615	-	0	#ATG	18.5763
Chromosome	SAM03	CDS	47203	47421	25.9699	-	0	#ATG	-2.0296
Chromosome	SAM03	CDS	52541	52804	49.8936	-	0	#ATG	-12.7011
Chromosome	SAM03	CDS	56969	57049	7.3333	-	0	#ATG	3.8487
Chromosome	SAM03	CDS	57056	57175	71.461	-	0	#ATG	-0.5803
Chromosome	SAM03	CDS	57194	57916	9.14202e-10	-	0	#ATG	51.0093
Chromosome	SAM03	CDS	57944	58309	0.00909267	-	0	#ATG	17.9443
Chromosome	SAM03	CDS	63035	63556	4.78846e-10	-	0	#ATG	58.7897
Chromosome	SAM03	CDS	63662	63985	2.53158	-	0	#ATG	-2.6059
Chromosome	SAM03	CDS	64145	64360	7.39412	-	0	#ATG	3.2399
Chromosome	SAM03	CDS	64668	64868	44.0544	-	0	#TTG	-2.7837
Chromosome	SAM03	CDS	65131	65730	1.66098e-05	-	0	#ATG	23.5318
Chromosome	SAM03	CDS	65865	66248	0.000143868	-	0	#ATG	29.7927
Chromosome	SAM03	CDS	66227	67261	1.50018e-13	-	0	#GTG	59.3939
Chromosome	SAM03	CDS	67206	67292	16.0522	-	0	#TTG	2.5896
Chromosome	SAM03	CDS	67293	67643	0.000680488	-	0	#ATG	26.4345
Chromosome	SAM03	CDS	68591	69037	8.24211e-07	-	0	#ATG	41.8982
Chromosome	SAM03	CDS	69269	69940	2.83166e-09	-	0	#TTG	50.1623
Chromosome	SAM03	CDS	74895	75197	3.54295	-	0	#ATG	-1.5411
Chromosome	SAM03	CDS	86025	86141	85.0126	-	0	#GTG	-1.0432
Chromosome	SAM03	CDS	94170	94397	41.0378	-	0	#ATG	-5.2415
Chromosome	SAM03	CDS	102106	102399	8.01352	-	0	#GTG	-5.019
Chromosome	SAM03	CDS	102454	102645	96.9972	-	0	#ATG	-5.6152
Chromosome	SAM03	CDS	121909	122190	98.9578	-	0	#TTG	-42.1868
Chromosome	SAM03	CDS	134516	134728	12.3948	-	0	#ATG	1.5075
Chromosome	SAM03	CDS	151170	151445	56.5379	-	0	#TTG	-17.4347
Chromosome	SAM03	CDS	153920	154963	5.82281e-14	-	0	#ATG	62.3859
Chromosome	SAM03	CDS	158581	159006	0.000220443	-	0	#ATG	26.9583
Chromosome	SAM03	CDS	160285	160914	0.000150244	-	0	#ATG	7.136
Chromosome	SAM03	CDS	186507	186782	98.4451	-	0	#GTG	-28.0116
Chromosome	SAM03	CDS	207292	207453	15.7549	-	0	#ATG	3.0225
Chromosome	SAM03	CDS	236593	237300	1.05614e-06	-	0	#TTG	23.9973
Chromosome	SAM03	CDS	244803	245597	1.47048e-07	-	0	#ATG	22.279
Chromosome	SAM03	CDS	247903	248421	0.0129321	-	0	#ATG	-2.8766
Chromosome	SAM03	CDS	248477	249307	2.34172e-07	-	0	#ATG	12.605
Chromosome	SAM03	CDS	266075	266278	10.6371	-	0	#ATG	2.6126
Chromosome	SAM03	CDS	281083	281151	69.8859	-	0	#GTG	-1.26
Chromosome	SAM03	CDS	285780	285998	3.64331	-	0	#ATG	5.5411
Chromosome	SAM03	CDS	286062	286385	2.65603	-	0	#TTG	-2.8967
Chromosome	SAM03	CDS	286488	286658	63.652	-	0	#ATG	-2.0814
Chromosome	SAM03	CDS	295250	295486	34.1896	-	0	#ATG	-5.3785
Chromosome	SAM03	CDS	295473	296129	2.97292e-05	-	0	#ATG	12.8732
Chromosome	SAM03	CDS	296113	296628	1.37824e-10	-	0	#ATG	61.5291
Chromosome	SAM03	CDS	296731	297135	0.00145535	-	0	#TTG	21.9122
Chromosome	SAM03	CDS	297241	297606	0.271558	-	0	#ATG	3.9875
Chromosome	SAM03	CDS	298011	298211	84.9027	-	0	#TTG	-5.9076
Chromosome	SAM03	CDS	298434	299063	3.74733e-05	-	0	#ATG	15.7475
Chromosome	SAM03	CDS	299232	299474	73.5706	-	0	#ATG	-11.3344
Chromosome	SAM03	CDS	299485	299658	5.47542	-	0	#GTG	5.8163
Chromosome	SAM03	CDS	299662	299970	0.00904509	-	0	#TTG	20.4289
Chromosome	SAM03	CDS	299974	300411	0.0259126	-	0	#GTG	7.0057
Chromosome	SAM03	CDS	300577	300804	3.45037	-	0	#ATG	5.2701
Chromosome	SAM03	CDS	301043	301258	22.8906	-	0	#ATG	-1.2069
Chromosome	SAM03	CDS	301385	301552	72.9187	-	0	#ATG	-2.4209
Chromosome	SAM03	CDS	301894	302154	41.7381	-	0	#ATG	-10.5656
Chromosome	SAM03	CDS	302326	302865	0.00022482	-	0	#ATG	18.1387
Chromosome	SAM03	CDS	302852	304048	3.41788e-17	-	0	#TTG	78.21
Chromosome	SAM03	CDS	304109	304816	1.78711e-08	-	0	#GTG	41.5957
Chromosome	SAM03	CDS	313108	313374	96.4652	-	0	#GTG	-21.5374
Chromosome	SAM03	CDS	321578	322414	6.10032e-13	-	0	#ATG	68.1482
Chromosome	SAM03	CDS	322433	322954	6.70964e-05	-	0	#TTG	24.9661
Chromosome	SAM03	CDS	323372	323860	0.00126827	-	0	#TTG	15.7226
Chromosome	SAM03	CDS	324518	324703	33.1439	-	0	#ATG	-0.5127
Chromosome	SAM03	CDS	325205	325405	46.0539	-	0	#ATG	-2.9809
Chromosome	SAM03	CDS	325502	325879	1.22019	-	0	#ATG	-7.6219
Chromosome	SAM03	CDS	326030	327052	3.58563e-14	-	0	#ATG	66.0114
Chromosome	SAM03	CDS	327045	327446	0.00048953	-	0	#TTG	25.5833
Chromosome	SAM03	CDS	327856	328377	0.00165611	-	0	#TTG	10.331
Chromosome	SAM03	CDS	328454	329467	1.4253e-11	-	0	#GTG	41.0004
Chromosome	SAM03	CDS	329591	329827	0.342738	-	0	#ATG	12.1671
Chromosome	SAM03	CDS	329831	330985	1.5237e-21	-	0	#ATG	112.327
Chromosome	SAM03	CDS	331235	331432	0.171348	-	0	#GTG	14.4789
Chromosome	SAM03	CDS	331484	332215	2.22029e-09	-	0	#ATG	47.4112
Chromosome	SAM03	CDS	332233	332469	0.0107811	-	0	#ATG	20.9353
Chromosome	SAM03	CDS	333337	334419	1.4089e-16	-	0	#ATG	81.3556
Chromosome	SAM03	CDS	334429	334773	0.107505	-	0	#ATG	10.2836
Chromosome	SAM03	CDS	334856	335434	3.20589e-05	-	0	#TTG	22.7956
Chromosome	SAM03	CDS	335526	336107	1.05694e-05	-	0	#ATG	27.2091
Chromosome	SAM03	CDS	336507	336941	0.0491631	-	0	#TTG	3.87
Chromosome	SAM03	CDS	337485	337940	0.0993884	-	0	#TTG	-4.9534
Chromosome	SAM03	CDS	337941	338249	17.2821	-	0	#TTG	-14.3992
Chromosome	SAM03	CDS	340526	341125	6.84046e-06	-	0	#TTG	27.36
Chromosome	SAM03	CDS	341175	341921	7.69322e-08	-	0	#ATG	31.9588
Chromosome	SAM03	CDS	342033	342863	8.74828e-10	-	0	#TTG	42.8711
Chromosome	SAM03	CDS	343047	343703	1.33691e-08	-	0	#ATG	45.9945
Chromosome	SAM03	CDS	344365	344850	6.25341e-05	-	0	#ATG	27.7981
Chromosome	SAM03	CDS	351791	352054	9.51573	-	0	#ATG	-1.8994
Chromosome	SAM03	CDS	352975	353247	22.3792	-	0	#TTG	-8.2684
Chromosome	SAM03	CDS	353299	353682	0.0308744	-	0	#TTG	12.0623
Chromosome	SAM03	CDS	357475	357891	0.00185878	-	0	#GTG	20.3199
Chromosome	SAM03	CDS	357891	358394	2.5511e-06	-	0	#TTG	37.1334
Chromosome	SAM03	CDS	358497	358784	0.111421	-	0	#TTG	13.7065
Chromosome	SAM03	CDS	358914	359312	0.00308753	-	0	#ATG	19.6858
Chromosome	SAM03	CDS	359331	359765	0.00034929	-	0	#GTG	24.9933
Chromosome	SAM03	CDS	360183	360365	10.7539	-	0	#GTG	3.5364
Chromosome	SAM03	CDS	360810	361385	2.57429e-06	-	0	#ATG	33.0802
Chromosome	SAM03	CDS	361399	361581	27.8656	-	0	#GTG	0.3062
Chromosome	SAM03	CDS	361591	362010	0.00442198	-	0	#GTG	16.8586
Chromosome	SAM03	CDS	362494	362796	0.709953	-	0	#GTG	6.0812
Chromosome	SAM03	CDS	362920	363156	0.116785	-	0	#TTG	15.123
Chromosome	SAM03	CDS	363427	363732	0.33516	-	0	#ATG	8.836
Chromosome	SAM03	CDS	363751	364023	1.89116	-	0	#ATG	4.5327
Chromosome	SAM03	CDS	364026	364415	0.0103004	-	0	#ATG	15.9158
Chromosome	SAM03	CDS	364535	364867	3.12568e-06	-	0	#ATG	39.1794
Chromosome	SAM03	CDS	365018	365575	0.000112849	-	0	#ATG	19.3419
Chromosome	SAM03	CDS	365582	366418	5.25481e-14	-	0	#TTG	75.3277
Chromosome	SAM03	CDS	366527	367861	4.24896e-23	-	0	#TTG	115.231
Chromosome	SAM03	CDS	368081	368371	0.0342221	-	0	#ATG	17.1766
Chromosome	SAM03	CDS	368937	369590	1.51182e-07	-	0	#ATG	37.7648
Chromosome	SAM03	CDS	369956	370963	6.01775e-14	-	0	#GTG	65.259
Chromosome	SAM03	CDS	370950	371963	5.50966e-12	-	0	#ATG	45.7231
Chromosome	SAM03	CDS	372108	372440	1.25682	-	0	#TTG	0.1282
Chromosome	SAM03	CDS	372926	373999	2.35048e-12	-	0	#ATG	42.191
Chromosome	SAM03	CDS	373981	374793	4.6671e-08	-	0	#TTG	26.049
Chromosome	SAM03	CDS	374979	376706	9.48779e-33	-	0	#ATG	163.133
Chromosome	SAM03	CDS	376944	377162	32.4263	-	0	#ATG	-3.0564
Chromosome	SAM03	CDS	377975	379027	3.0971e-13	-	0	#ATG	54.5306
Chromosome	SAM03	CDS	379049	379756	1.33042e-08	-	0	#ATG	42.6871
Chromosome	SAM03	CDS	379922	380353	0.0295795	-	0	#TTG	7.0964
Chromosome	SAM03	CDS	380675	380899	53.2659	-	0	#TTG	-6.2978
Chromosome	SAM03	CDS	381089	381508	0.108194	-	0	#ATG	1.4872
Chromosome	SAM03	CDS	381505	381672	10.2398	-	0	#TTG	4.1477
Chromosome	SAM03	CDS	381853	382269	0.196616	-	0	#TTG	-1.9
Chromosome	SAM03	CDS	382747	383556	2.35203e-09	-	0	#ATG	40.7444
Chromosome	SAM03	CDS	384148	385464	3.18967e-25	-	0	#TTG	130.025
Chromosome	SAM03	CDS	385987	386349	0.0265878	-	0	#TTG	14.3116
Chromosome	SAM03	CDS	387297	387893	1.22651e-05	-	0	#ATG	25.1749
Chromosome	SAM03	CDS	387916	390051	1.68754e-43	-	0	#GTG	216.855
Chromosome	SAM03	CDS	390994	391335	2.1446e-05	-	0	#ATG	35.089
Chromosome	SAM03	CDS	391395	392108	7.74099e-07	-	0	#TTG	24.7993
Chromosome	SAM03	CDS	393041	393634	1.15009e-06	-	0	#ATG	34.7185
Chromosome	SAM03	CDS	393658	394122	0.00871916	-	0	#ATG	9.1851
Chromosome	SAM03	CDS	394222	394551	1.86525	-	0	#ATG	-1.6904
Chromosome	SAM03	CDS	394739	395110	1.05903	-	0	#TTG	-5.2154
Chromosome	SAM03	CDS	395772	396059	20.0081	-	0	#ATG	-10.4021
Chromosome	SAM03	CDS	396282	397424	4.53274e-21	-	0	#ATG	109.746
Chromosome	SAM03	CDS	397439	397702	0.173264	-	0	#ATG	13.3084
Chromosome	SAM03	CDS	398078	398290	82.5568	-	0	#TTG	-7.21
Chromosome	SAM03	CDS	398298	398786	0.000861319	-	0	#TTG	17.4438
Chromosome	SAM03	CDS	399043	399231	38.7597	-	0	#TTG	-1.3169
Chromosome	SAM03	CDS	399346	399798	0.000282649	-	0	#ATG	24.6386
Chromosome	SAM03	CDS	400305	400709	0.131187	-	0	#TTG	2.6619
Chromosome	SAM03	CDS	401901	402767	1.94066e-10	-	0	#ATG	45.7064
Chromosome	SAM03	CDS	403723	404985	3.19307e-15	-	0	#ATG	50.6222
Chromosome	SAM03	CDS	407470	407784	25.9139	-	0	#TTG	-22.5953
Chromosome	SAM03	CDS	407759	408406	3.98445e-09	-	0	#TTG	50.2686
Chromosome	SAM03	CDS	408971	409444	0.00731672	-	0	#TTG	8.9193
Chromosome	SAM03	CDS	409466	409858	2.03861e-06	-	0	#ATG	40.3132
Chromosome	SAM03	CDS	409871	410548	3.25771e-07	-	0	#TTG	32.7272
Chromosome	SAM03	CDS	410664	411134	8.48593e-08	-	0	#TTG	47.1385
Chromosome	SAM03	CDS	411549	412934	2.53874e-29	-	0	#ATG	152.627
Chromosome	SAM03	CDS	412973	414319	6.31306e-20	-	0	#GTG	89.7761
Chromosome	SAM03	CDS	414323	414769	0.000114482	-	0	#GTG	28.0004
Chromosome	SAM03	CDS	415291	415488	33.8374	-	0	#TTG	-1.416
Chromosome	SAM03	CDS	415611	416330	2.67052e-10	-	0	#ATG	55.1261
Chromosome	SAM03	CDS	417795	418028	25.9258	-	0	#ATG	-3.5509
Chromosome	SAM03	CDS	418749	418937	22.3578	-	0	#TTG	0.7728
Chromosome	SAM03	CDS	419470	420030	8.26677e-06	-	0	#TTG	29.8912
Chromosome	SAM03	CDS	420053	420274	25.6689	-	0	#ATG	-2.2579
Chromosome	SAM03	CDS	423100	423276	0.00327441	-	0	#ATG	22.0958
Chromosome	SAM03	CDS	423322	423678	0.23324	-	0	#TTG	5.781
Chromosome	SAM03	CDS	423682	423939	6.23691	-	0	#TTG	0.7488
Chromosome	SAM03	CDS	424687	425205	1.14773e-08	-	0	#ATG	51.3424
Chromosome	SAM03	CDS	425251	425556	0.149257	-	0	#ATG	11.7973
Chromosome	SAM03	CDS	427090	428112	2.18341e-20	-	0	#ATG	108.937
Chromosome	SAM03	CDS	430580	432103	3.42695e-25	-	0	#GTG	120.006
Chromosome	SAM03	CDS	432110	434155	3.08375e-28	-	0	#ATG	98.5866
Chromosome	SAM03	CDS	434468	434737	0.133238	-	0	#TTG	13.8815
Chromosome	SAM03	CDS	434768	435844	1.36102e-17	-	0	#TTG	89.2159
Chromosome	SAM03	CDS	435944	438640	1.63207e-45	-	0	#ATG	200.796
Chromosome	SAM03	CDS	438730	439236	3.29157e-06	-	0	#ATG	36.2294
Chromosome	SAM03	CDS	439315	439497	89.9326	-	0	#TTG	-4.4072
Chromosome	SAM03	CDS	439594	439989	0.290649	-	0	#TTG	-0.7499
Chromosome	SAM03	CDS	440116	440355	54.0057	-	0	#ATG	-8.5779
Chromosome	SAM03	CDS	440359	440643	4.56001	-	0	#ATG	-0.6166
Chromosome	SAM03	CDS	440671	440880	7.86949	-	0	#ATG	3.3534
Chromosome	SAM03	CDS	441347	441562	23.4952	-	0	#GTG	-1.3198
Chromosome	SAM03	CDS	442031	442276	41.2611	-	0	#TTG	-7.7926
Chromosome	SAM03	CDS	442682	442954	5.79968	-	0	#ATG	-0.4476
Chromosome	SAM03	CDS	443321	443686	0.000945062	-	0	#GTG	25.0527
Chromosome	SAM03	CDS	445197	445718	2.60909e-06	-	0	#GTG	36.2411
Chromosome	SAM03	CDS	445854	446099	16.4284	-	0	#ATG	-2.6014
Chromosome	SAM03	CDS	450734	451048	0.369991	-	0	#ATG	7.7525
Chromosome	SAM03	CDS	451613	452497	4.68441e-13	-	0	#TTG	66.4529
Chromosome	SAM03	CDS	452792	453064	0.0769932	-	0	#ATG	15.4007
Chromosome	SAM03	CDS	453119	453757	4.17528e-10	-	0	#ATG	57.1137
Chromosome	SAM03	CDS	454394	454753	0.390952	-	0	#ATG	2.8518
Chromosome	SAM03	CDS	454766	455248	1.35235e-07	-	0	#ATG	45.8068
Chromosome	SAM03	CDS	455450	455947	7.67645e-05	-	0	#ATG	26.2744
Chromosome	SAM03	CDS	458260	458589	0.071738	-	0	#TTG	12.9104
Chromosome	SAM03	CDS	458932	459495	0.00016556	-	0	#ATG	16.8035
Chromosome	SAM03	CDS	460685	460951	0.314602	-	0	#ATG	11.3366
Chromosome	SAM03	CDS	464829	465125	0.0776063	-	0	#ATG	14.4506
Chromosome	SAM03	CDS	465424	466410	3.79119e-14	-	0	#ATG	68.4807
Chromosome	SAM03	CDS	466410	467564	5.99651e-17	-	0	#GTG	79.4051
