
	    	
EasyGene 1.2 Server - prediction results
Technical University of Denmark

##gff-version 2
##source-version easygene-1.2b
##date 2017-03-29
##Type DNA
# model:  SAM03 Staphylococcus aureus MU50
# seqname		model	feature	start	end	   score       +/-	?	startc	    odds
# --------------------------------------------------------------------------------------------------------------
Chromosome	SAM03	CDS	1009988	1010578	0.00969318	+	0	#ATG	-41.5606
Chromosome	SAM03	CDS	1013134	1013361	29.8153	+	0	#ATG	-3.5878
Chromosome	SAM03	CDS	1013919	1014254	21.129	+	0	#GTG	-69.1437
Chromosome	SAM03	CDS	1014810	1015298	0.19432	+	0	#ATG	-31.6618
Chromosome	SAM03	CDS	1015605	1015913	41.7855	+	0	#TTG	-32.103
Chromosome	SAM03	CDS	1017744	1018025	99.9989	+	0	#TTG	-72.6255
Chromosome	SAM03	CDS	1017784	1018152	8.04217	+	0	#GTG	-121.176
Chromosome	SAM03	CDS	1021441	1021977	0.0293429	+	0	#GTG	-19.1005
Chromosome	SAM03	CDS	1022557	1022862	49.2155	+	0	#GTG	-39.5449
Chromosome	SAM03	CDS	1023765	1024091	27.1404	+	0	#GTG	-43.0577
Chromosome	SAM03	CDS	1031334	1031642	35.5254	+	0	#ATG	-25.8957
Chromosome	SAM03	CDS	1032207	1032509	43.6176	+	0	#TTG	-26.8006
Chromosome	SAM03	CDS	1036082	1036408	27.4454	+	0	#TTG	-89.677
Chromosome	SAM03	CDS	1037262	1037654	3.95317	+	0	#GTG	-52.225
Chromosome	SAM03	CDS	1038181	1038627	0.742182	+	0	#GTG	-36.4458
Chromosome	SAM03	CDS	1043646	1043891	8.05714	+	0	#TTG	0.7177
Chromosome	SAM03	CDS	1044519	1044836	31.4702	+	0	#GTG	-30.9372
Chromosome	SAM03	CDS	1048831	1049250	1.56059	+	0	#GTG	-31.7137
Chromosome	SAM03	CDS	1051750	1052022	0.443913	+	0	#GTG	9.9032
Chromosome	SAM03	CDS	1052718	1053038	32.6557	+	0	#TTG	-60.5266
Chromosome	SAM03	CDS	1059488	1060108	0.00324295	+	0	#GTG	-29.1488
Chromosome	SAM03	CDS	1061690	1061998	46.1309	+	0	#GTG	-51.068
Chromosome	SAM03	CDS	1062804	1063325	0.0539243	+	0	#GTG	-22.3531
Chromosome	SAM03	CDS	1067800	1068126	24.6486	+	0	#GTG	-31.8926
Chromosome	SAM03	CDS	1073821	1074153	23.0561	+	0	#GTG	-77.2854
Chromosome	SAM03	CDS	1078850	1079224	6.49696	+	0	#GTG	-38.5702
Chromosome	SAM03	CDS	1080086	1080484	3.31472	+	0	#GTG	-78.2878
Chromosome	SAM03	CDS	1085118	1085501	0.99623	+	0	#TTG	-7.3226
Chromosome	SAM03	CDS	1091549	1091833	91.0791	+	0	#GTG	-43.2493
Chromosome	SAM03	CDS	1093177	1093551	6.7361	+	0	#GTG	-55.586
Chromosome	SAM03	CDS	1094341	1094781	0.474243	+	0	#GTG	-17.3635
Chromosome	SAM03	CDS	1101295	1101957	0.00110759	+	0	#TTG	-71.0275
Chromosome	SAM03	CDS	1102144	1102476	22.3028	+	0	#GTG	-38.3054
Chromosome	SAM03	CDS	1103638	1104078	0.948134	+	0	#GTG	-130.79
Chromosome	SAM03	CDS	1105421	1105984	0.0229903	+	0	#GTG	-61.0444
Chromosome	SAM03	CDS	1106137	1106439	54.8765	+	0	#GTG	-72.7494
Chromosome	SAM03	CDS	1118713	1119021	46.1774	+	0	#GTG	-60.5466
Chromosome	SAM03	CDS	1122408	1122719	42.3546	+	0	#ATG	-97.3609
Chromosome	SAM03	CDS	1126726	1127073	14.8887	+	0	#ATG	-123.362
Chromosome	SAM03	CDS	1129553	1129948	3.62306	+	0	#TTG	-112.554
Chromosome	SAM03	CDS	1148318	1148617	59.7638	+	0	#GTG	-51.6235
Chromosome	SAM03	CDS	1148455	1148799	16.2525	+	0	#TTG	-109.386
Chromosome	SAM03	CDS	1149537	1149842	50.3432	+	0	#TTG	-67.1504
Chromosome	SAM03	CDS	1152276	1152677	1.48797	+	0	#GTG	-17.2221
Chromosome	SAM03	CDS	1153643	1153897	90.1139	+	0	#GTG	-16.1112
Chromosome	SAM03	CDS	1154638	1154934	63.2885	+	0	#TTG	-38.1731
Chromosome	SAM03	CDS	1160050	1160331	99.9989	+	0	#GTG	-82.5307
Chromosome	SAM03	CDS	1160923	1162899	2.18204e-22	+	0	#TTG	7.1181
Chromosome	SAM03	CDS	1167808	1168107	59.7693	+	0	#GTG	-51.9983
Chromosome	SAM03	CDS	1168294	1168620	27.4448	+	0	#GTG	-62.6355
Chromosome	SAM03	CDS	1170621	1171646	1.38201e-08	+	0	#GTG	-112.212
Chromosome	SAM03	CDS	1172296	1172619	29.9396	+	0	#GTG	-76.2677
Chromosome	SAM03	CDS	1180022	1180318	64.5125	+	0	#TTG	-42.632
Chromosome	SAM03	CDS	1182185	1182847	0.00110771	+	0	#ATG	-85.5801
Chromosome	SAM03	CDS	1183667	1183999	21.951	+	0	#TTG	-36.3392
Chromosome	SAM03	CDS	1186980	1187579	0.00765924	+	0	#ATG	-68.854
Chromosome	SAM03	CDS	1188312	1189046	0.000119978	+	0	#GTG	-65.1431
Chromosome	SAM03	CDS	1190105	1190422	34.1033	+	0	#TTG	-36.7092
Chromosome	SAM03	CDS	1192924	1193289	8.78359	+	0	#ATG	-62.6767
Chromosome	SAM03	CDS	1204741	1205211	0.385293	+	0	#GTG	-77.7937
Chromosome	SAM03	CDS	1212627	1212974	8.76578	+	0	#GTG	-20.2708
Chromosome	SAM03	CDS	1216526	1217026	0.0624533	+	0	#GTG	-13.8485
Chromosome	SAM03	CDS	1220587	1220934	14.8887	+	0	#TTG	-74.686
Chromosome	SAM03	CDS	1222295	1222795	0.121298	+	0	#GTG	-27.2009
Chromosome	SAM03	CDS	1223910	1224293	5.15962	+	0	#ATG	-52.2106
Chromosome	SAM03	CDS	1227632	1227958	17.8747	+	0	#ATG	-22.1278
Chromosome	SAM03	CDS	1235854	1236819	5.80062e-08	+	0	#ATG	-22.2888
Chromosome	SAM03	CDS	1239562	1240137	0.0159471	+	0	#GTG	-63.8118
Chromosome	SAM03	CDS	1241466	1241777	41.2752	+	0	#GTG	-39.0823
Chromosome	SAM03	CDS	1243526	1243828	39.5851	+	0	#TTG	-24.2525
Chromosome	SAM03	CDS	1244140	1244445	15.5239	+	0	#GTG	-12.4746
Chromosome	SAM03	CDS	1245292	1245906	0.00482705	+	0	#GTG	-56.9757
Chromosome	SAM03	CDS	1259407	1259946	0.0477692	+	0	#TTG	-129.051
Chromosome	SAM03	CDS	1262364	1262711	10.1983	+	0	#ATG	-23.1941
Chromosome	SAM03	CDS	1266739	1267053	38.8425	+	0	#ATG	-111.891
Chromosome	SAM03	CDS	1267195	1267545	13.6325	+	0	#GTG	-55.5484
Chromosome	SAM03	CDS	1267532	1267861	25.1564	+	0	#ATG	-97.3956
Chromosome	SAM03	CDS	1273515	1273802	84.169	+	0	#TTG	-49.1137
Chromosome	SAM03	CDS	1279889	1280476	0.0110445	+	0	#GTG	-59.5136
Chromosome	SAM03	CDS	1285572	1285829	68.24	+	0	#GTG	-14.1008
Chromosome	SAM03	CDS	1292941	1293270	25.1488	+	0	#ATG	-55.6416
Chromosome	SAM03	CDS	1296301	1296594	69.247	+	0	#ATG	-38.7916
Chromosome	SAM03	CDS	1299597	1299932	21.1291	+	0	#TTG	-97.708
Chromosome	SAM03	CDS	1302051	1302377	23.0953	+	0	#GTG	-28.908
Chromosome	SAM03	CDS	1303524	1304042	0.0308826	+	0	#GTG	-11.6594
Chromosome	SAM03	CDS	1306439	1306765	27.1392	+	0	#TTG	-43.0416
Chromosome	SAM03	CDS	1309819	1310235	1.62002	+	0	#TTG	-29.2796
Chromosome	SAM03	CDS	1311001	1311387	4.71966	+	0	#ATG	-51.3751
Chromosome	SAM03	CDS	1314008	1314343	20.8796	+	0	#GTG	-43.0206
Chromosome	SAM03	CDS	1314847	1315206	6.04289	+	0	#GTG	-19.901
Chromosome	SAM03	CDS	1319231	1319539	44.2123	+	0	#GTG	-36.5428
Chromosome	SAM03	CDS	1320394	1320909	0.0983282	+	0	#GTG	-49.9299
Chromosome	SAM03	CDS	1324461	1324817	9.56542	+	0	#TTG	-28.9003
Chromosome	SAM03	CDS	1326056	1326553	0.17065	+	0	#TTG	-72.6881
Chromosome	SAM03	CDS	1327195	1327602	2.51111	+	0	#TTG	-45.2857
Chromosome	SAM03	CDS	1328211	1328636	1.44829	+	0	#TTG	-41.5435
Chromosome	SAM03	CDS	1329199	1329507	46.1791	+	0	#TTG	-97.2245
Chromosome	SAM03	CDS	1331076	1331519	0.86668	+	0	#ATG	-74.2577
Chromosome	SAM03	CDS	1336336	1336647	38.8148	+	0	#GTG	-32.9169
Chromosome	SAM03	CDS	1342816	1343211	2.85475	+	0	#GTG	-27.0652
Chromosome	SAM03	CDS	1346831	1347115	43.5316	+	0	#GTG	-17.3119
Chromosome	SAM03	CDS	1351606	1352010	2.69413	+	0	#TTG	-40.284
Chromosome	SAM03	CDS	1354606	1355298	0.000437994	+	0	#ATG	-57.1186
Chromosome	SAM03	CDS	1359851	1360291	0.948134	+	0	#GTG	-89.9195
Chromosome	SAM03	CDS	1360406	1360729	15.5922	+	0	#ATG	-18.4001
Chromosome	SAM03	CDS	1361582	1361911	25.1564	+	0	#GTG	-79.8912
Chromosome	SAM03	CDS	1365682	1365990	42.3888	+	0	#GTG	-32.9832
Chromosome	SAM03	CDS	1367761	1368057	61.6796	+	0	#TTG	-35.1463
Chromosome	SAM03	CDS	1371065	1371361	65.0146	+	0	#GTG	-47.7257
Chromosome	SAM03	CDS	1371798	1372079	99.9989	+	0	#GTG	-80.1144
Chromosome	SAM03	CDS	1373858	1374157	55.1413	+	0	#GTG	-33.1503
Chromosome	SAM03	CDS	1381567	1381914	14.857	+	0	#GTG	-49.9734
Chromosome	SAM03	CDS	1382146	1382598	0.66175	+	0	#GTG	-73.6229
Chromosome	SAM03	CDS	1382609	1382959	13.638	+	0	#ATG	-69.5009
Chromosome	SAM03	CDS	1384863	1385381	0.0903304	+	0	#ATG	-61.0811
Chromosome	SAM03	CDS	1389006	1389413	2.53739	+	0	#ATG	-67.3789
Chromosome	SAM03	CDS	1398953	1399093	5.94568	+	0	#GTG	5.89
Chromosome	SAM03	CDS	1399473	1399799	27.4454	+	0	#GTG	-80.4585
Chromosome	SAM03	CDS	1408565	1408843	15.8817	+	0	#GTG	-6.9756
Chromosome	SAM03	CDS	1413771	1414061	77.3808	+	0	#TTG	-61.2868
Chromosome	SAM03	CDS	1416037	1416426	3.88655	+	0	#GTG	-32.6069
Chromosome	SAM03	CDS	1423175	1423522	14.3794	+	0	#GTG	-38.3532
Chromosome	SAM03	CDS	1427583	1427954	7.14172	+	0	#GTG	-39.4654
Chromosome	SAM03	CDS	1436327	1436635	35.525	+	0	#ATG	-25.8954
Chromosome	SAM03	CDS	1441340	1441672	22.8487	+	0	#TTG	-44.079
Chromosome	SAM03	CDS	1447405	1447686	99.9978	+	0	#GTG	-62.1656
Chromosome	SAM03	CDS	1448069	1448551	0.266918	+	0	#GTG	-49.8904
Chromosome	SAM03	CDS	1451567	1451851	78.7303	+	0	#GTG	-29.2754
Chromosome	SAM03	CDS	1456038	1456358	29.0687	+	0	#GTG	-31.3443
Chromosome	SAM03	CDS	1460184	1460675	0.149596	+	0	#GTG	-25.2104
Chromosome	SAM03	CDS	1464584	1464973	4.32757	+	0	#ATG	-94.9023
Chromosome	SAM03	CDS	1467300	1467617	35.6177	+	0	#TTG	-80.0066
Chromosome	SAM03	CDS	1469326	1469613	84.298	+	0	#TTG	-68.0589
Chromosome	SAM03	CDS	1475497	1475985	0.14428	+	0	#GTG	-21.9954
Chromosome	SAM03	CDS	1477120	1477467	14.8887	+	0	#TTG	-74.4832
Chromosome	SAM03	CDS	1479470	1479832	9.59343	+	0	#TTG	-110.313
Chromosome	SAM03	CDS	1480761	1481297	0.0523296	+	0	#GTG	-110.647
Chromosome	SAM03	CDS	1489238	1489627	4.17159	+	0	#TTG	-38.8277
Chromosome	SAM03	CDS	1493462	1493821	6.41675	+	0	#GTG	-20.9612
Chromosome	SAM03	CDS	1499242	1499571	10.0571	+	0	#ATG	-14.9652
Chromosome	SAM03	CDS	1503241	1503759	0.00519799	+	0	#TTG	3.9133
Chromosome	SAM03	CDS	1506245	1506664	0.426693	+	0	#GTG	-8.8061
Chromosome	SAM03	CDS	1512164	1512427	92.5526	+	0	#GTG	-19.5561
Chromosome	SAM03	CDS	1518560	1518997	0.990005	+	0	#TTG	-38.3113
Chromosome	SAM03	CDS	1521496	1521822	27.4303	+	0	#GTG	-53.7281
Chromosome	SAM03	CDS	1524317	1524724	2.31462	+	0	#GTG	-33.8101
Chromosome	SAM03	CDS	1524917	1525258	17.2562	+	0	#GTG	-39.3655
Chromosome	SAM03	CDS	1536901	1537272	7.07966	+	0	#GTG	-38.1765
Chromosome	SAM03	CDS	1548005	1548310	50.3433	+	0	#ATG	-97.8425
Chromosome	SAM03	CDS	1553536	1553832	65.1811	+	0	#TTG	-79.8785
Chromosome	SAM03	CDS	1556946	1557359	2.12271	+	0	#TTG	-78.8245
Chromosome	SAM03	CDS	1558185	1558496	41.5242	+	0	#GTG	-40.2704
Chromosome	SAM03	CDS	1559697	1560125	0.679836	+	0	#TTG	-17.4283
Chromosome	SAM03	CDS	1569442	1569942	0.155855	+	0	#TTG	-88.5756
Chromosome	SAM03	CDS	1576655	1577047	3.65182	+	0	#GTG	-34.4089
Chromosome	SAM03	CDS	1584577	1584858	99.9988	+	0	#GTG	-68.7831
Chromosome	SAM03	CDS	1585496	1585804	34.3678	+	0	#TTG	-25.0263
Chromosome	SAM03	CDS	1589761	1590069	46.1787	+	0	#GTG	-64.1703
Chromosome	SAM03	CDS	1590569	1590901	22.833	+	0	#GTG	-43.7802
Chromosome	SAM03	CDS	1592948	1593232	91.8197	+	0	#TTG	-71.5905
Chromosome	SAM03	CDS	1595910	1596251	17.7397	+	0	#GTG	-68.8221
Chromosome	SAM03	CDS	1598307	1598729	1.62339	+	0	#GTG	-65.6244
Chromosome	SAM03	CDS	1602457	1602756	49.2596	+	0	#GTG	-27.9174
Chromosome	SAM03	CDS	1603158	1603532	6.73409	+	0	#ATG	-54.1128
Chromosome	SAM03	CDS	1607194	1607547	12.4905	+	0	#GTG	-60.6423
Chromosome	SAM03	CDS	1613364	1614173	1.16986e-05	+	0	#ATG	-60.3965
Chromosome	SAM03	CDS	1616892	1617227	21.037	+	0	#ATG	-46.9972
Chromosome	SAM03	CDS	1617657	1618022	8.78396	+	0	#ATG	-84.7033
Chromosome	SAM03	CDS	1619804	1620109	29.16	+	0	#GTG	-20.0702
Chromosome	SAM03	CDS	1620265	1620660	3.60993	+	0	#GTG	-49.3995
Chromosome	SAM03	CDS	1620877	1621167	39.5173	+	0	#GTG	-18.256
Chromosome	SAM03	CDS	1625299	1625655	11.3783	+	0	#TTG	-46.7422
Chromosome	SAM03	CDS	1627240	1627572	23.0561	+	0	#TTG	-77.5024
Chromosome	SAM03	CDS	1627488	1627871	5.16767	+	0	#TTG	-73.2559
Chromosome	SAM03	CDS	1630811	1631116	50.3419	+	0	#ATG	-61.106
Chromosome	SAM03	CDS	1633323	1633628	49.6345	+	0	#ATG	-41.5619
Chromosome	SAM03	CDS	1635496	1635813	33.0835	+	0	#GTG	-33.9323
Chromosome	SAM03	CDS	1636081	1636401	32.6355	+	0	#TTG	-52.9179
Chromosome	SAM03	CDS	1637076	1637702	0.00334841	+	0	#GTG	-68.9401
Chromosome	SAM03	CDS	1644068	1644556	0.223945	+	0	#TTG	-66.4398
Chromosome	SAM03	CDS	1647844	1648398	0.0302641	+	0	#TTG	-86.6673
Chromosome	SAM03	CDS	1648654	1649046	3.94838	+	0	#GTG	-50.1973
Chromosome	SAM03	CDS	1650916	1651272	9.79045	+	0	#GTG	-29.8485
Chromosome	SAM03	CDS	1656434	1656760	27.4442	+	0	#TTG	-60.881
Chromosome	SAM03	CDS	1658316	1658771	0.593867	+	0	#GTG	-43.669
Chromosome	SAM03	CDS	1658755	1659405	0.00115905	+	0	#TTG	-25.3876
Chromosome	SAM03	CDS	1659556	1660185	0.00227812	+	0	#GTG	-26.3141
Chromosome	SAM03	CDS	1661930	1662244	38.5716	+	0	#ATG	-44.6186
Chromosome	SAM03	CDS	1662368	1662718	13.1964	+	0	#GTG	-38.6852
Chromosome	SAM03	CDS	1665670	1665975	44.3628	+	0	#GTG	-30.6798
Chromosome	SAM03	CDS	1666978	1667634	0.000913107	+	0	#ATG	-23.7881
Chromosome	SAM03	CDS	1668778	1669065	84.298	+	0	#GTG	-71.8548
Chromosome	SAM03	CDS	1669179	1669751	0.0171581	+	0	#TTG	-45.7516
Chromosome	SAM03	CDS	1670337	1670807	0.371663	+	0	#TTG	-40.3017
Chromosome	SAM03	CDS	1670930	1671268	19.3606	+	0	#GTG	-61.9346
Chromosome	SAM03	CDS	1672764	1673309	0.0398018	+	0	#TTG	-94.7259
Chromosome	SAM03	CDS	1679240	1679527	81.1023	+	0	#GTG	-36.7373
Chromosome	SAM03	CDS	1679918	1680271	12.4907	+	0	#GTG	-61.4035
Chromosome	SAM03	CDS	1681390	1681803	1.38303	+	0	#TTG	-22.1909
Chromosome	SAM03	CDS	1684670	1685239	0.018264	+	0	#ATG	-40.1067
Chromosome	SAM03	CDS	1686953	1687264	42.3148	+	0	#ATG	-51.5055
Chromosome	SAM03	CDS	1689842	1690171	24.4447	+	0	#ATG	-38.9503
Chromosome	SAM03	CDS	1695781	1696131	13.0985	+	0	#ATG	-37.6564
Chromosome	SAM03	CDS	1696468	1696776	39.4771	+	0	#TTG	-29.3754
Chromosome	SAM03	CDS	1698236	1698634	2.45972	+	0	#GTG	-25.2937
Chromosome	SAM03	CDS	1698789	1699070	98.6329	+	0	#ATG	-41.1063
Chromosome	SAM03	CDS	1699797	1700111	38.8424	+	0	#GTG	-69.1508
Chromosome	SAM03	CDS	1700771	1701355	0.0121186	+	0	#TTG	-88.2487
Chromosome	SAM03	CDS	1703719	1704087	5.60386	+	0	#GTG	-23.6206
Chromosome	SAM03	CDS	1706198	1706638	0.895743	+	0	#GTG	-37.1906
Chromosome	SAM03	CDS	1707667	1707951	91.8196	+	0	#GTG	-67.7656
Chromosome	SAM03	CDS	1708736	1709083	10.3604	+	0	#GTG	-23.5448
Chromosome	SAM03	CDS	1709719	1709994	98.9673	+	0	#TTG	-28.1945
Chromosome	SAM03	CDS	1714697	1715074	3.66684	+	0	#ATG	-20.3995
Chromosome	SAM03	CDS	1716545	1716871	27.4454	+	0	#TTG	-126.471
Chromosome	SAM03	CDS	1719773	1720120	14.8887	+	0	#TTG	-114.553
Chromosome	SAM03	CDS	1720409	1720765	7.11857	+	0	#GTG	-21.2566
Chromosome	SAM03	CDS	1724487	1724732	83.8989	+	0	#GTG	-13.0624
Chromosome	SAM03	CDS	1726824	1727342	0.0896803	+	0	#TTG	-49.2472
Chromosome	SAM03	CDS	1728825	1729181	11.4402	+	0	#GTG	-112.887
Chromosome	SAM03	CDS	1730657	1731121	0.0221787	+	0	#GTG	3.9293
Chromosome	SAM03	CDS	1733680	1734015	12.0628	+	0	#ATG	-19.7763
Chromosome	SAM03	CDS	1735873	1736376	0.142335	+	0	#TTG	-74.4503
Chromosome	SAM03	CDS	1743675	1744160	0.245182	+	0	#TTG	-78.0303
Chromosome	SAM03	CDS	1748110	1748625	0.0735778	+	0	#TTG	-25.7838
Chromosome	SAM03	CDS	1750484	1750927	0.859927	+	0	#GTG	-47.4158
Chromosome	SAM03	CDS	1753938	1754228	77.2856	+	0	#ATG	-49.8646
Chromosome	SAM03	CDS	1755480	1755827	14.8691	+	0	#GTG	-51.6445
Chromosome	SAM03	CDS	1757028	1757318	76.097	+	0	#TTG	-40.5134
Chromosome	SAM03	CDS	1758638	1759453	9.73788e-06	+	0	#GTG	-101.067
Chromosome	SAM03	CDS	1759955	1760722	4.32103e-05	+	0	#GTG	-91.5527
Chromosome	SAM03	CDS	1761925	1762230	30.4027	+	0	#GTG	-20.7592
Chromosome	SAM03	CDS	1762264	1762569	43.6677	+	0	#TTG	-29.959
Chromosome	SAM03	CDS	1765998	1766417	1.47201	+	0	#GTG	-29.0428
Chromosome	SAM03	CDS	1773012	1773314	54.8765	+	0	#GTG	-68.2432
Chromosome	SAM03	CDS	1773262	1773543	99.8402	+	0	#TTG	-48.7918
Chromosome	SAM03	CDS	1775626	1775988	9.59343	+	0	#ATG	-106.501
Chromosome	SAM03	CDS	1784758	1785159	2.8768	+	0	#GTG	-37.0529
Chromosome	SAM03	CDS	1787131	1787364	60.7299	+	0	#TTG	-8.3783
Chromosome	SAM03	CDS	1788550	1788843	71.0247	+	0	#TTG	-79.4165
Chromosome	SAM03	CDS	1792083	1792625	0.0435241	+	0	#GTG	-56.1911
Chromosome	SAM03	CDS	1800812	1801243	1.22516	+	0	#ATG	-44.8771
Chromosome	SAM03	CDS	1805643	1806287	0.00192682	+	0	#ATG	-77.5322
Chromosome	SAM03	CDS	1808099	1808377	98.208	+	0	#GTG	-31.5488
Chromosome	SAM03	CDS	1815524	1815883	9.66338	+	0	#ATG	-33.992
Chromosome	SAM03	CDS	1820121	1820432	39.6273	+	0	#GTG	-34.406
Chromosome	SAM03	CDS	1827573	1828358	7.49598e-06	+	0	#ATG	-8.1761
Chromosome	SAM03	CDS	1830557	1830883	27.4454	+	0	#GTG	-95.9024
Chromosome	SAM03	CDS	1836891	1837238	14.8884	+	0	#ATG	-63.8804
Chromosome	SAM03	CDS	1838373	1838636	24.1618	+	0	#GTG	-7.2353
Chromosome	SAM03	CDS	1842803	1843069	58.0597	+	0	#GTG	-14.9215
Chromosome	SAM03	CDS	1843649	1843936	82.3551	+	0	#TTG	-39.032
Chromosome	SAM03	CDS	1843878	1844192	38.8402	+	0	#GTG	-59.5686
Chromosome	SAM03	CDS	1844852	1845358	0.020339	+	0	#TTG	-3.81
Chromosome	SAM03	CDS	1845868	1846272	0.055579	+	0	#ATG	7.2471
Chromosome	SAM03	CDS	1850219	1850560	17.7397	+	0	#TTG	-70.5313
Chromosome	SAM03	CDS	1853341	1853778	1.01079	+	0	#GTG	-41.5412
Chromosome	SAM03	CDS	1861200	1861517	26.8499	+	0	#TTG	-25.3926
Chromosome	SAM03	CDS	1862472	1862813	17.7159	+	0	#TTG	-51.3672
Chromosome	SAM03	CDS	1863901	1864326	1.48228	+	0	#TTG	-53.7223
Chromosome	SAM03	CDS	1868464	1868796	22.9995	+	0	#ATG	-49.0027
Chromosome	SAM03	CDS	1874464	1874874	2.32089	+	0	#GTG	-100.585
Chromosome	SAM03	CDS	1877983	1878801	8.84083e-06	+	0	#ATG	-59.9874
Chromosome	SAM03	CDS	1879167	1879889	0.000173445	+	0	#ATG	-57.9505
Chromosome	SAM03	CDS	1881016	1881783	4.32103e-05	+	0	#GTG	-127.163
Chromosome	SAM03	CDS	1882646	1883020	6.73967	+	0	#GTG	-75.6861
Chromosome	SAM03	CDS	1884118	1884402	91.8197	+	0	#GTG	-96.2325
Chromosome	SAM03	CDS	1887974	1888408	0.923366	+	0	#TTG	-28.4269
Chromosome	SAM03	CDS	1890294	1890815	0.0825118	+	0	#ATG	-74.7821
Chromosome	SAM03	CDS	1891225	1891899	0.000765507	+	0	#GTG	-84.6962
Chromosome	SAM03	CDS	1892552	1892962	0.659181	+	0	#GTG	-10.5423
Chromosome	SAM03	CDS	1900510	1900785	89.9105	+	0	#TTG	-25.3608
Chromosome	SAM03	CDS	1900782	1901102	16.1875	+	0	#ATG	-17.7164
Chromosome	SAM03	CDS	1908633	1909184	0.0327678	+	0	#ATG	-47.7906
Chromosome	SAM03	CDS	1911098	1911388	70.8853	+	0	#ATG	-32.6113
Chromosome	SAM03	CDS	1911151	1911477	27.4451	+	0	#GTG	-64.6021
Chromosome	SAM03	CDS	1912974	1913339	8.76612	+	0	#TTG	-50.6954
Chromosome	SAM03	CDS	1918628	1918915	83.5113	+	0	#ATG	-42.7694
Chromosome	SAM03	CDS	1919228	1919458	21.0965	+	0	#TTG	-2.2252
Chromosome	SAM03	CDS	1923253	1923756	0.126691	+	0	#ATG	-33.2545
Chromosome	SAM03	CDS	1924388	1924699	42.3544	+	0	#ATG	-65.8036
Chromosome	SAM03	CDS	1926191	1926574	5.16767	+	0	#TTG	-88.7903
Chromosome	SAM03	CDS	1926812	1927090	53.5532	+	0	#ATG	-17.8111
Chromosome	SAM03	CDS	1929447	1930049	0.00646617	+	0	#ATG	-37.2399
Chromosome	SAM03	CDS	1932851	1933237	4.72917	+	0	#GTG	-78.8235
Chromosome	SAM03	CDS	1934474	1935040	0.0208427	+	0	#TTG	-50.5984
Chromosome	SAM03	CDS	1935988	1936239	4.14825	+	0	#GTG	3.005
Chromosome	SAM03	CDS	1939063	1939635	0.0174824	+	0	#TTG	-104.452
Chromosome	SAM03	CDS	1940632	1941018	4.72917	+	0	#GTG	-99.7354
Chromosome	SAM03	CDS	1941933	1942280	14.888	+	0	#GTG	-61.9609
Chromosome	SAM03	CDS	1942262	1942975	0.000229825	+	0	#TTG	-81.6668
Chromosome	SAM03	CDS	1943758	1944135	2.65549	+	0	#GTG	-15.5397
Chromosome	SAM03	CDS	1947182	1947463	76.3408	+	0	#ATG	-25.5593
Chromosome	SAM03	CDS	1955247	1956092	1.39486e-08	+	0	#GTG	27.8806
Chromosome	SAM03	CDS	1959048	1959356	46.1492	+	0	#TTG	-52.5535
Chromosome	SAM03	CDS	1975971	1976270	59.7316	+	0	#GTG	-49.9895
Chromosome	SAM03	CDS	1976292	1976594	52.5262	+	0	#TTG	-36.4089
Chromosome	SAM03	CDS	1978781	1979143	4.00322	+	0	#TTG	-15.2436
Chromosome	SAM03	CDS	1979833	1980249	1.94133	+	0	#ATG	-112.68
Chromosome	SAM03	CDS	2007116	2007475	10.2341	+	0	#ATG	-40.5113
Chromosome	SAM03	CDS	2007827	2008162	21.1291	+	0	#ATG	-110.193
Chromosome	SAM03	CDS	2007846	2008244	2.47055	+	0	#GTG	-25.4151
Chromosome	SAM03	CDS	2008293	2008910	0.00441345	+	0	#GTG	-96.9099
Chromosome	SAM03	CDS	2019753	2020043	77.3257	+	0	#GTG	-51.517
Chromosome	SAM03	CDS	2020600	2020941	15.3711	+	0	#GTG	-30.2587
Chromosome	SAM03	CDS	2022935	2023480	0.0397852	+	0	#ATG	-62.1474
Chromosome	SAM03	CDS	2025637	2026176	0.0477675	+	0	#ATG	-70.4303
Chromosome	SAM03	CDS	2026869	2027150	99.9985	+	0	#GTG	-64.2888
Chromosome	SAM03	CDS	2027471	2027755	91.8129	+	0	#GTG	-57.6095
Chromosome	SAM03	CDS	2028633	2029244	0.00530448	+	0	#GTG	-93.0044
Chromosome	SAM03	CDS	2031373	2031867	0.186844	+	0	#TTG	-75.11
Chromosome	SAM03	CDS	2031647	2031949	54.8761	+	0	#GTG	-63.9274
Chromosome	SAM03	CDS	2031906	2032223	28.14	+	0	#TTG	-26.7085
Chromosome	SAM03	CDS	2035963	2036262	59.716	+	0	#GTG	-49.4078
Chromosome	SAM03	CDS	2036259	2036612	12.4914	+	0	#GTG	-89.0905
Chromosome	SAM03	CDS	2040383	2041078	0.000400647	+	0	#TTG	-100.883
Chromosome	SAM03	CDS	2043222	2043734	0.0703408	+	0	#ATG	-22.1806
Chromosome	SAM03	CDS	2046906	2047199	71.0247	+	0	#ATG	-87.0453
Chromosome	SAM03	CDS	2047730	2048014	91.8191	+	0	#TTG	-63.6031
Chromosome	SAM03	CDS	2049960	2050463	0.142336	+	0	#ATG	-81.5279
Chromosome	SAM03	CDS	2050476	2050784	46.1016	+	0	#TTG	-49.5284
Chromosome	SAM03	CDS	2051219	2051551	23.0495	+	0	#GTG	-55.9356
